ticket_text,sentiment,topic
This is unacceptable: i can't update my profile details.,negative,account
Great job handling requesting integration with slack.,positive,feature
Still waiting for a fix on password‑reset link not working.,negative,account
Appreciate the support on need refund for over‑charge.,positive,billing
I'm frustrated because account locked after failed attempts!,negative,account
Appreciate the support on requesting integration with slack.,positive,feature
This is unacceptable: password‑reset link not working.,negative,account
This is unacceptable: please add a dark‑mode option.,negative,feature
Thanks for the quick resolution of please add a dark‑mode option.,positive,feature
Still waiting for a fix on need refund for over‑charge.,negative,billing
Thanks for the quick resolution of please update my billing address.,positive,billing
Still waiting for a fix on please add a dark‑mode option.,negative,feature
Still waiting for a fix on service unavailable in my area.,negative,service
Thanks for the quick resolution of i can't update my profile details.,positive,account
Appreciate the support on please add a dark‑mode option.,positive,feature
I'm frustrated because my invoice is incorrect!,negative,billing
Thanks for the quick resolution of need refund for over‑charge.,positive,billing
This is unacceptable: password‑reset link not working.,negative,account
Great job handling please add a dark‑mode option.,positive,feature
Appreciate the support on i can't update my profile details.,positive,account
Thanks for the quick resolution of requesting integration with slack.,positive,feature
I'm frustrated because requesting integration with slack!,negative,feature
Appreciate the support on password‑reset link not working.,positive,account
This is unacceptable: account locked after failed attempts.,negative,account
Thanks for the quick resolution of i can't update my profile details.,positive,account
Great job handling error 500 while uploading a file.,positive,technical
Still waiting for a fix on service unavailable in my area.,negative,service
Great job handling my invoice is incorrect.,positive,billing
Still waiting for a fix on password‑reset link not working.,negative,account
Great job handling cannot connect to server.,positive,technical
Thanks for the quick resolution of account locked after failed attempts.,positive,account
I'm frustrated because account locked after failed attempts!,negative,account
